"shapeid","osm_id","name","ref","type","oneway","bridge","tunnel","maxspeed"
"6823","99967302","Ismael Cassio","NULL","residential","0","0","0","NULL"
"6824","99967304","Ciprés","NULL","residential","0","0","0","NULL"
"6825","99967305","NULL","NULL","residential","0","0","0","NULL"
"6826","99973162","NULL","NULL","residential","0","0","0","NULL"
"6827","99973165","NULL","NULL","residential","0","0","0","NULL"
"6828","99973166","NULL","NULL","residential","0","0","0","NULL"
"6829","99973168","NULL","NULL","residential","0","0","0","NULL"
"6830","99973170","NULL","NULL","residential","0","0","0","NULL"
"6831","99973171","NULL","NULL","residential","0","0","0","NULL"
"6832","99973174","NULL","NULL","residential","0","0","0","NULL"
"6833","99973175","NULL","NULL","residential","0","0","0","NULL"
"6834","99973178","NULL","NULL","residential","0","0","0","NULL"
"6835","99973179","NULL","NULL","residential","0","0","0","NULL"
"6836","99973181","NULL","NULL","residential","0","0","0","NULL"
"6837","99973184","NULL","NULL","residential","0","0","0","NULL"
"6838","99973185","NULL","NULL","residential","0","0","0","NULL"
"6839","99973187","NULL","NULL","residential","0","0","0","NULL"
"6840","99973189","NULL","NULL","residential","0","0","0","NULL"
"6841","99973192","NULL","NULL","residential","0","0","0","NULL"
"6842","99973194","NULL","NULL","residential","0","0","0","NULL"
"6843","99973195","NULL","NULL","residential","0","0","0","NULL"
"6844","99973198","NULL","NULL","residential","0","0","0","NULL"
"6845","99973199","NULL","NULL","residential","0","0","0","NULL"
"6846","99973201","NULL","NULL","residential","0","0","0","NULL"
"6847","99973203","NULL","NULL","residential","0","0","0","NULL"
"6848","99973205","NULL","NULL","residential","0","0","0","NULL"
"6849","99973208","NULL","NULL","residential","0","0","0","NULL"
"6850","99973209","NULL","NULL","residential","0","0","0","NULL"
"6851","99973211","NULL","NULL","residential","0","0","0","NULL"
"6852","99973212","NULL","NULL","residential","0","0","0","NULL"
"6853","99973213","NULL","NULL","track","0","0","0","NULL"
"6854","99973216","NULL","NULL","residential","0","0","0","NULL"
"6855","99973217","NULL","NULL","residential","0","0","0","NULL"
"6856","99973218","NULL","NULL","track","0","0","0","NULL"
"6857","99973221","NULL","NULL","residential","0","0","0","NULL"
"6858","99973222","NULL","NULL","residential","0","0","0","NULL"
"6859","99973226","NULL","NULL","residential","0","0","0","NULL"
"6860","99973227","NULL","NULL","residential","0","0","0","NULL"
"6861","99973228","NULL","NULL","residential","0","0","0","NULL"
"6862","99973231","NULL","NULL","residential","0","0","0","NULL"
"6863","99973232","NULL","NULL","residential","0","0","0","NULL"
"6864","99973233","NULL","NULL","residential","0","0","0","NULL"
"6865","99973235","NULL","NULL","residential","0","0","0","NULL"
"6866","99973237","NULL","NULL","residential","0","0","0","NULL"
"6867","99973238","NULL","NULL","residential","0","0","0","NULL"
"6868","99973239","NULL","NULL","residential","0","0","0","NULL"
"6869","99973240","NULL","NULL","residential","0","0","0","NULL"
"6870","99973241","NULL","NULL","residential","0","0","0","NULL"
"6871","99973244","NULL","NULL","residential","0","0","0","NULL"
"6872","99973246","NULL","NULL","residential","0","0","0","NULL"
"6873","99973247","NULL","NULL","residential","0","0","0","NULL"
"6874","99973249","NULL","NULL","residential","0","0","0","NULL"
"6875","99973251","NULL","NULL","residential","0","0","0","NULL"
"6876","99973253","NULL","NULL","residential","0","0","0","NULL"
"6877","99973254","NULL","NULL","residential","0","0","0","NULL"
"6878","99973256","NULL","NULL","residential","0","0","0","NULL"
"6879","99973258","NULL","NULL","residential","0","0","0","NULL"
"6880","99973260","NULL","NULL","residential","0","0","0","NULL"
"6881","99973261","NULL","NULL","residential","0","0","0","NULL"
"6882","99973263","NULL","NULL","residential","0","0","0","NULL"
"6883","99973264","NULL","NULL","residential","0","0","0","NULL"
"6884","99973265","NULL","NULL","path","0","0","0","NULL"
"6885","99973267","NULL","NULL","residential","0","0","0","NULL"
"6886","99973269","NULL","NULL","residential","0","0","0","NULL"
"6887","99973271","NULL","NULL","residential","0","0","0","NULL"
"6888","99973272","NULL","NULL","residential","0","0","0","NULL"
"6889","99973274","NULL","NULL","residential","0","0","0","NULL"
"6890","99973277","NULL","NULL","residential","0","0","0","NULL"
"6891","99973278","NULL","NULL","residential","0","0","0","NULL"
"6892","99973280","NULL","NULL","residential","0","0","0","NULL"
"6893","99973282","NULL","NULL","residential","0","0","0","NULL"
"6894","99973283","NULL","NULL","path","0","0","0","NULL"
"6895","99973284","NULL","NULL","residential","0","0","0","NULL"
"6896","99973285","NULL","NULL","residential","0","0","0","NULL"
"6897","99973286","NULL","NULL","residential","0","0","0","NULL"
"6898","99973289","NULL","NULL","residential","0","0","0","NULL"
"6899","99973290","NULL","NULL","path","0","0","0","NULL"
"6900","99973292","NULL","NULL","residential","0","0","0","NULL"
"6901","99973294","NULL","NULL","residential","0","0","0","NULL"
"6902","99973295","NULL","NULL","path","0","0","0","NULL"
"6903","99973297","NULL","NULL","residential","0","0","0","NULL"
"6904","99973298","NULL","NULL","residential","0","0","0","NULL"
"6905","99973299","NULL","NULL","residential","0","0","0","NULL"
"6906","99973302","NULL","NULL","residential","0","0","0","NULL"
"6907","99973303","NULL","NULL","residential","0","0","0","NULL"
"6908","99974299","NULL","NULL","residential","0","0","0","NULL"
"6909","99974300","NULL","NULL","residential","0","0","0","NULL"
"6910","99974301","NULL","NULL","residential","0","0","0","NULL"
"6911","99974302","NULL","NULL","residential","0","0","0","NULL"
"6912","99974303","NULL","NULL","residential","0","0","0","NULL"
"6913","99974304","NULL","NULL","residential","0","0","0","NULL"
"6914","99974305","NULL","NULL","residential","0","0","0","NULL"
"6915","99974306","NULL","NULL","residential","0","0","0","NULL"
"6916","99974307","NULL","NULL","residential","0","0","0","NULL"
"6917","99974308","NULL","NULL","residential","0","0","0","NULL"
"6918","99974309","NULL","NULL","residential","0","0","0","NULL"
"6919","99974310","NULL","NULL","residential","0","0","0","NULL"
"6920","99974311","NULL","NULL","residential","0","0","0","NULL"
"6921","99974312","NULL","NULL","residential","0","0","0","NULL"
"6922","99974313","NULL","NULL","residential","0","0","0","NULL"
"6923","99974314","NULL","NULL","residential","0","0","0","NULL"
"6924","99974315","NULL","NULL","residential","0","0","0","NULL"
"6925","99974316","NULL","NULL","residential","0","0","0","NULL"
"6926","99974317","NULL","NULL","residential","0","0","0","NULL"
"6927","99974318","NULL","NULL","residential","0","0","0","NULL"
"6928","99974319","NULL","NULL","track","0","0","0","NULL"
"6929","99974320","NULL","NULL","residential","0","0","0","NULL"
"6930","99974321","NULL","NULL","residential","0","0","0","NULL"
"6931","99974322","NULL","NULL","residential","0","0","0","NULL"
"6932","99974323","NULL","NULL","residential","0","0","0","NULL"
"6933","99974324","NULL","NULL","residential","0","0","0","NULL"
"6934","99974325","NULL","NULL","residential","0","0","0","NULL"
"6935","99974326","NULL","NULL","residential","0","0","0","NULL"
"6936","99974327","NULL","NULL","residential","0","0","0","NULL"
"6937","99974328","NULL","NULL","residential","0","0","0","NULL"
"6938","99974329","NULL","NULL","residential","0","0","0","NULL"
"6939","99974330","NULL","NULL","residential","0","0","0","NULL"
"6940","99974331","NULL","NULL","residential","0","0","0","NULL"
"6941","99974332","NULL","NULL","residential","0","0","0","NULL"
"6942","99974333","NULL","NULL","residential","0","0","0","NULL"
"6943","99974335","NULL","NULL","residential","0","0","0","NULL"
"6944","99974337","NULL","NULL","residential","0","0","0","NULL"
"6945","99974338","NULL","NULL","residential","0","0","0","NULL"
"6946","99974339","NULL","NULL","residential","0","0","0","NULL"
"6947","99974340","Periférico Luis Echeverría Álvarez","NULL","trunk","1","0","0","NULL"
"6948","99974341","NULL","NULL","residential","0","0","0","NULL"
"6949","99974342","NULL","NULL","track","0","0","0","NULL"
"6950","99974343","NULL","NULL","residential","0","0","0","NULL"
"6951","99974344","NULL","NULL","residential","0","0","0","NULL"
"6952","99974345","NULL","NULL","residential","0","0","0","NULL"
"6953","99974346","NULL","NULL","residential","0","0","0","NULL"
"6954","99974348","NULL","NULL","residential","0","0","0","NULL"
"6955","99974349","NULL","NULL","residential","0","0","0","NULL"
"6956","99974350","NULL","NULL","residential","0","0","0","NULL"
"6957","99974351","NULL","NULL","residential","0","0","0","NULL"
"6958","99974352","NULL","NULL","residential","0","0","0","NULL"
"6959","99974353","NULL","NULL","residential","0","0","0","NULL"
"6960","99974354","NULL","NULL","residential","0","0","0","NULL"
"6961","99974355","NULL","NULL","residential","0","0","0","NULL"
"6962","99974356","NULL","NULL","residential","0","0","0","NULL"
"6963","99974358","NULL","NULL","residential","0","0","0","NULL"
"6964","99974359","NULL","NULL","residential","0","0","0","NULL"
"6965","99974360","NULL","NULL","residential","0","0","0","NULL"
"6966","99975826","NULL","NULL","residential","0","0","0","NULL"
"6967","99975828","NULL","NULL","residential","0","0","0","NULL"
"6968","99975829","NULL","NULL","residential","0","0","0","NULL"
"6969","99975830","NULL","NULL","residential","0","0","0","NULL"
"6970","99975831","NULL","NULL","residential","0","0","0","NULL"
"6971","99975832","NULL","NULL","residential","0","0","0","NULL"
"6972","99975833","NULL","NULL","residential","0","0","0","NULL"
"6973","99975834","NULL","NULL","residential","0","0","0","NULL"
"6974","99975835","NULL","NULL","residential","0","0","0","NULL"
"6975","99975836","NULL","NULL","residential","0","0","0","NULL"
"6976","99975837","NULL","NULL","residential","0","0","0","NULL"
"6977","99975838","NULL","NULL","residential","0","0","0","NULL"
"6978","99975839","NULL","NULL","residential","1","0","0","NULL"
"6979","99975840","NULL","NULL","residential","0","0","0","NULL"
"6980","99975841","NULL","NULL","residential","0","0","0","NULL"
"6981","99975843","NULL","NULL","residential","0","0","0","NULL"
"6982","99975844","NULL","NULL","residential","0","0","0","NULL"
"6983","99975845","NULL","NULL","residential","0","0","0","NULL"
"6984","99975846","NULL","NULL","residential","0","0","0","NULL"
"6985","99975847","NULL","NULL","residential","0","0","0","NULL"
"6986","99975848","NULL","NULL","residential","0","0","0","NULL"
"6987","99975849","NULL","NULL","residential","0","0","0","NULL"
"6988","99975850","NULL","NULL","residential","0","0","0","NULL"
"6989","99975851","NULL","NULL","residential","0","0","0","NULL"
"6990","99975852","NULL","NULL","residential","0","0","0","NULL"
"6991","99975853","NULL","NULL","residential","0","0","0","NULL"
"6992","99975854","NULL","NULL","residential","0","0","0","NULL"
"6993","99975855","NULL","NULL","residential","0","0","0","NULL"
"6994","99975856","NULL","NULL","residential","0","0","0","NULL"
"6995","99975857","NULL","NULL","residential","0","0","0","NULL"
"6996","99975858","NULL","NULL","residential","0","0","0","NULL"
"6997","99975859","NULL","NULL","residential","0","0","0","NULL"
"6998","99975860","NULL","NULL","residential","0","0","0","NULL"
"6999","99975861","NULL","NULL","residential","0","0","0","NULL"
"7000","99975862","NULL","NULL","residential","0","0","0","NULL"
"7001","99975863","NULL","NULL","residential","0","0","0","NULL"
"7002","99975864","NULL","NULL","unclassified","0","0","0","NULL"
"7003","99975865","NULL","NULL","residential","0","0","0","NULL"
"7004","99975866","NULL","NULL","residential","1","0","0","NULL"
"7005","99975867","NULL","NULL","residential","0","0","0","NULL"
"7006","99975868","NULL","NULL","residential","0","0","0","NULL"
"7007","99975869","NULL","NULL","residential","0","0","0","NULL"
"7008","99975871","NULL","NULL","residential","0","0","0","NULL"
"7009","99975872","NULL","NULL","residential","1","0","0","NULL"
"7010","99975873","NULL","NULL","residential","0","0","0","NULL"
"7011","99975874","NULL","NULL","residential","0","0","0","NULL"
"7012","99975875","NULL","NULL","residential","1","0","0","NULL"
"7013","99975876","NULL","NULL","residential","0","0","0","NULL"
"7014","99975877","NULL","NULL","residential","0","0","0","NULL"
"7015","99975878","NULL","NULL","residential","0","0","0","NULL"
"7016","99975879","NULL","NULL","residential","0","0","0","NULL"
"7017","99975880","NULL","NULL","residential","0","0","0","NULL"
"7018","99975881","NULL","NULL","track","0","0","0","NULL"
"7019","99975882","NULL","NULL","track","0","0","0","NULL"
"7020","100053730","NULL","NULL","service","0","0","0","NULL"
"7021","100053742","NULL","NULL","service","0","0","0","NULL"
"7022","100053744","NULL","NULL","service","0","0","0","NULL"
"7023","100053748","NULL","NULL","service","0","0","0","NULL"
"7024","100053752","NULL","NULL","service","0","0","0","NULL"
"7025","100053757","NULL","NULL","service","0","0","0","NULL"
"7026","100053766","NULL","NULL","service","0","0","0","NULL"
"7027","100053774","NULL","NULL","service","0","0","0","NULL"
"7028","100053776","NULL","NULL","service","0","0","0","NULL"
"7029","100053778","NULL","NULL","service","0","0","0","NULL"
"7030","100053807","NULL","NULL","service","0","0","0","NULL"
"7031","100053808","NULL","NULL","service","0","0","0","NULL"
"7032","100053813","NULL","NULL","service","0","0","0","NULL"
"7033","100187610","NULL","NULL","unclassified","0","0","0","NULL"
"7034","100209086","Monte Rosa","NULL","residential","0","0","0","NULL"
"7035","100209088","NULL","NULL","service","0","0","0","NULL"
"7036","100209089","NULL","NULL","service","0","0","0","NULL"
"7037","100209093","NULL","NULL","service","0","0","0","NULL"
"7038","100209094","NULL","NULL","service","0","0","0","NULL"
"7039","100209096","NULL","NULL","service","1","0","0","NULL"
"7040","100209098","NULL","NULL","service","0","0","0","NULL"
"7041","100209100","NULL","NULL","service","0","0","0","NULL"
"7042","100209107","NULL","NULL","service","1","0","0","NULL"
"7043","100209108","NULL","NULL","service","0","0","0","NULL"
"7044","100209113","NULL","NULL","service","0","0","0","NULL"
"7045","100209115","NULL","NULL","service","0","0","0","NULL"
"7046","100209121","NULL","NULL","service","1","0","0","NULL"
